,week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,cumulative_weeks_in_top_10,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
670,2022-07-10,TV (Non-English),1,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,23950000,1,ts344162,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022.0,,70.0,['drama'],['KR'],1.0,,,
671,2022-07-10,TV (Non-English),2,Control Z,Control Z: Season 3,18080000,1,ts237109,SHOW,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",2020.0,TV-MA,38.0,"['drama', 'thriller']",['MX'],3.0,tt11937662,6.9,8895.0
672,2022-07-10,TV (Non-English),3,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,15630000,3,,,,,,,,,,,,
673,2022-07-10,TV (Non-English),4,The Longest Night,The Longest Night: Season 1,12720000,1,ts288808,SHOW,"Centres on a psychiatric prison where a group of armed men aim to capture an incarcerated serial killer, but are met with resistance from the prison director.",2022.0,TV-MA,45.0,"['action', 'crime', 'drama', 'thriller']",['ES'],1.0,tt14463552,5.8,502.0
674,2022-07-10,TV (Non-English),5,Alchemy of Souls,Alchemy of Souls: Season 1,12310000,2,ts312082,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022.0,TV-14,80.0,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt20859920,8.6,878.0
675,2022-07-10,TV (Non-English),6,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",12190000,30,,,,,,,,,,,,
676,2022-07-10,TV (Non-English),7,Café con aroma de mujer,Café con aroma de mujer: Season 1,11490000,21,,,,,,,,,,,,
677,2022-07-10,TV (Non-English),8,"BASTARD‼ -Heavy Metal, Dark Fantasy-","BASTARD‼ -Heavy Metal, Dark Fantasy-: Season 1",9320000,2,ts328671,SHOW,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",2022.0,TV-MA,25.0,"['animation', 'action', 'scifi', 'comedy', 'fantasy']",['JP'],1.0,tt17736234,6.7,854.0
678,2022-07-10,TV (Non-English),9,Ghost Doctor,,7650000,2,,,,,,,,,,,,
679,2022-07-10,TV (Non-English),10,"Malverde, el santo patrón","Malverde, el santo patrón: Season 1",7580000,5,,,,,,,,,,,,
680,2022-07-03,Films (English),1,The Man from Toronto,,62640000,2,tm852360,MOVIE,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at an Airbnb.",2022.0,PG-13,110.0,"['action', 'thriller', 'drama', 'romance', 'comedy']",['US'],,tt11671006,5.8,31497.0
681,2022-07-03,Films (English),2,Sing 2,,24080000,2,tm305129,MOVIE,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",2021.0,PG,110.0,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",['US'],,tt6467266,7.4,58423.0
682,2022-07-03,Films (English),3,Love & Gelato,,18900000,2,tm1201262,MOVIE,"Lina is about to graduate high school and has her sights set on her future at MIT. But when her mom gets sick, she encourages Lina to follow in her footsteps and have “the summer of a lifetime” in Rome. Using her mom’s old diary as a guide, she explores the romantic and magical city, where she just might find love... and gelato, of course.",2022.0,PG-13,111.0,"['romance', 'comedy', 'drama']",['IT'],,tt15521050,5.1,3980.0
683,2022-07-03,Films (English),4,Hustle,,14640000,4,tm1126268,MOVIE,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,2022.0,R,117.0,"['drama', 'sport', 'comedy']",['US'],,tt8009428,7.4,89770.0
684,2022-07-03,Films (English),5,Glamour Girls,,12390000,1,tm1219941,MOVIE,"Their life as luxury escorts offered these women glamour, money and a chance to reinvent themselves…until a murder and a robbery ruined everything.",2022.0,,125.0,['drama'],[],,tt20604466,3.6,144.0
685,2022-07-03,Films (English),6,Homefront,,11000000,1,,,,,,,,,,,,
686,2022-07-03,Films (English),7,Spiderhead,,9520000,3,tm1020438,MOVIE,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.",2022.0,R,106.0,"['scifi', 'thriller', 'drama', 'action', 'crime']",['US'],,tt9783600,5.4,43239.0
687,2022-07-03,Films (English),8,The Mist,,6230000,2,tm74402,MOVIE,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",2007.0,R,126.0,"['horror', 'scifi', 'thriller']",['US'],,tt0884328,7.1,305346.0
688,2022-07-03,Films (English),9,Chickenhare and the Hamster of Darkness,,5980000,4,tm1094217,MOVIE,"Follows a young hero born half chicken and half hare. Eager to fit in and feel loved in spite of his differences, he is obsessed by adventuring in spite of his clumsiness.",2022.0,,91.0,"['animation', 'comedy', 'family', 'romance', 'fantasy']","['BE', 'FR']",,tt12532368,6.3,1303.0
689,2022-07-03,Films (English),10,Backtrace,,4530000,1,tm414073,MOVIE,The lone surviving thief of a violent armored car robbery is sprung from a high security facility and administered an experimental drug.,2018.0,R,92.0,"['crime', 'action', 'drama', 'thriller']","['CA', 'US']",,tt3588588,3.8,4453.0
690,2022-07-03,Films (Non-English),1,Blasted,,8410000,1,tm1072066,MOVIE,"When a former childhood friend crashes Sebastian's bachelor party and makes it all about himself, only an alien invasion can make them put aside their bad blood and reunite as the kick-ass laser-tag duo they once were.",2022.0,,114.0,"['action', 'comedy', 'scifi']",['NO'],,tt14866710,4.8,1528.0
691,2022-07-03,Films (Non-English),2,Anek,,4900000,1,tm1117040,MOVIE,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.",2022.0,,146.0,"['action', 'thriller', 'drama']",['IN'],,tt13919802,7.1,19394.0
692,2022-07-03,Films (Non-English),3,Bhool Bhulaiyaa 2,,3690000,3,tm1227853,MOVIE,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",2022.0,,142.0,"['horror', 'comedy']",['IN'],,tt6455162,5.9,27244.0
693,2022-07-03,Films (Non-English),4,Doom of Love,,3530000,2,tm1218702,MOVIE,"After his ad agency goes bankrupt, an indebted Fırat falls for a singer at a yoga retreat and joins her on a journey of self-realization.",2022.0,,100.0,"['romance', 'drama']",['TR'],,tt14369296,4.7,1222.0
694,2022-07-03,Films (Non-English),5,Heart Parade,,3530000,3,tm1219931,MOVIE,"A careerist from Warsaw, who does not like dogs, has to go to Kraków for professional reasons, where she meets a charming widower, his son and their four-legged pet.",2022.0,,108.0,"['comedy', 'romance']",['PL'],,tt20597408,4.9,477.0
695,2022-07-03,Films (Non-English),6,RRR (Hindi),,3500000,7,,,,,,,,,,,,
696,2022-07-03,Films (Non-English),7,The Wrath of God,,2620000,3,tm1180610,MOVIE,"Convinced the tragic deaths of her loved ones were orchestrated by a famous novelist she worked for, Luciana turns to a journalist to expose her truth.",2022.0,,97.0,"['thriller', 'drama']",['AR'],,tt15189534,5.7,2800.0
697,2022-07-03,Films (Non-English),8,Leon's Heart,,2300000,1,,,,,,,,,,,,
698,2022-07-03,Films (Non-English),9,Tadeo Jones 2: El secreto del Rey Midas,,1980000,1,,,,,,,,,,,,
699,2022-07-03,Films (Non-English),10,Grudge,,1880000,5,tm1102891,MOVIE,"Ahead of a promotion, a police chief becomes entangled in a deadly incident and uncovers an intrigue fueled by grudge that threatens his colleagues.",2021.0,,104.0,"['thriller', 'crime', 'drama']",['TR'],,tt13717980,5.5,4298.0
700,2022-07-03,TV (English),1,Stranger Things,Stranger Things 4,301280000,6,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
701,2022-07-03,TV (English),2,The Umbrella Academy,The Umbrella Academy: Season 3,87980000,2,ts76645,SHOW,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019.0,TV-14,50.0,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0,230211.0
702,2022-07-03,TV (English),3,Stranger Things,,34470000,7,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
703,2022-07-03,TV (English),4,The Umbrella Academy,The Umbrella Academy: Season 1,32840000,2,ts76645,SHOW,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019.0,TV-14,50.0,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0,230211.0
704,2022-07-03,TV (English),5,Stranger Things,Stranger Things 3,30280000,6,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
705,2022-07-03,TV (English),6,Stranger Things,Stranger Things 2,30260000,6,ts38796,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016.0,TV-14,61.0,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0
706,2022-07-03,TV (English),7,Man Vs Bee,Man Vs Bee: Season 1,25400000,2,,,,,,,,,,,,
707,2022-07-03,TV (English),8,The Umbrella Academy,The Umbrella Academy: Season 2,20300000,1,ts76645,SHOW,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019.0,TV-14,50.0,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0,230211.0
708,2022-07-03,TV (English),9,Peaky Blinders,Peaky Blinders: Season 6,18440000,4,ts20110,SHOW,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013.0,TV-MA,58.0,"['crime', 'drama', 'european']",['GB'],6.0,tt2442560,8.8,511668.0
709,2022-07-03,TV (English),10,Snowflake Mountain,Snowflake Mountain: Season 1,15020000,1,ts308317,SHOW,"A bunch of clueless kidults are put through their paces at a wilderness survival retreat to try and kickstart them into standing on their own two feet. There's no running water, no parents, and, worst of all, no Wi-Fi.",2022.0,TV-MA,38.0,['reality'],['GB'],1.0,tt15292870,4.9,691.0
710,2022-07-03,TV (Non-English),1,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,49000000,2,,,,,,,,,,,,
711,2022-07-03,TV (Non-English),2,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",11880000,29,,,,,,,,,,,,
712,2022-07-03,TV (Non-English),3,Café con aroma de mujer,Café con aroma de mujer: Season 1,11570000,20,,,,,,,,,,,,
713,2022-07-03,TV (Non-English),4,Intimacy,Intimacy: Season 1,10800000,4,ts292696,SHOW,"A compromising sexual video featuring a promising politician, it depicts the lives of four women forced to walk the line between public and private life.",2022.0,TV-MA,48.0,"['crime', 'drama', 'thriller']",['ES'],1.0,tt14463542,6.8,1674.0
714,2022-07-03,TV (Non-English),5,Alchemy of Souls,Alchemy of Souls: Season 1,9920000,1,ts312082,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022.0,TV-14,80.0,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt20859920,8.6,878.0
715,2022-07-03,TV (Non-English),6,Ghost Doctor,,9870000,1,,,,,,,,,,,,
716,2022-07-03,TV (Non-English),7,"Malverde, el santo patrón","Malverde, el santo patrón: Season 1",9630000,4,,,,,,,,,,,,
717,2022-07-03,TV (Non-English),8,"BASTARD‼ -Heavy Metal, Dark Fantasy-","BASTARD‼ -Heavy Metal, Dark Fantasy-: Season 1",8960000,1,ts328671,SHOW,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",2022.0,TV-MA,25.0,"['animation', 'action', 'scifi', 'comedy', 'fantasy']",['JP'],1.0,tt17736234,6.7,854.0
718,2022-07-03,TV (Non-English),9,Money Heist,Money Heist: Part 1,8570000,8,ts56768,SHOW,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,2017.0,TV-MA,49.0,"['thriller', 'action', 'crime', 'drama', 'european']",['ES'],5.0,tt6468322,8.2,461688.0
719,2022-07-03,TV (Non-English),10,Queen,Queen: Season 1,7400000,1,tm156811,MOVIE,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.",2014.0,PG-13,146.0,"['comedy', 'drama']",['IN'],,tt3322420,8.1,65418.0
720,2022-07-03,TV (Non-English),10,Queen,Queen: Season 1,7400000,1,ts306526,SHOW,"After a decades-long absence, a renowned Parisian tailor and drag queen returns to his hometown in Poland to make amends with his daughter.",2022.0,TV-MA,49.0,['drama'],['PL'],1.0,tt15096884,7.1,815.0
721,2022-06-26,Films (English),1,The Man from Toronto,,53890000,1,tm852360,MOVIE,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at an Airbnb.",2022.0,PG-13,110.0,"['action', 'thriller', 'drama', 'romance', 'comedy']",['US'],,tt11671006,5.8,31497.0
722,2022-06-26,Films (English),2,Spiderhead,,38300000,2,tm1020438,MOVIE,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.",2022.0,R,106.0,"['scifi', 'thriller', 'drama', 'action', 'crime']",['US'],,tt9783600,5.4,43239.0
723,2022-06-26,Films (English),3,Hustle,,26050000,3,tm1126268,MOVIE,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,2022.0,R,117.0,"['drama', 'sport', 'comedy']",['US'],,tt8009428,7.4,89770.0
724,2022-06-26,Films (English),4,Love & Gelato,,25790000,1,tm1201262,MOVIE,"Lina is about to graduate high school and has her sights set on her future at MIT. But when her mom gets sick, she encourages Lina to follow in her footsteps and have “the summer of a lifetime” in Rome. Using her mom’s old diary as a guide, she explores the romantic and magical city, where she just might find love... and gelato, of course.",2022.0,PG-13,111.0,"['romance', 'comedy', 'drama']",['IT'],,tt15521050,5.1,3980.0
725,2022-06-26,Films (English),5,Sing 2,,24270000,1,tm305129,MOVIE,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",2021.0,PG,110.0,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",['US'],,tt6467266,7.4,58423.0
726,2022-06-26,Films (English),6,Chickenhare and the Hamster of Darkness,,10960000,3,tm1094217,MOVIE,"Follows a young hero born half chicken and half hare. Eager to fit in and feel loved in spite of his differences, he is obsessed by adventuring in spite of his clumsiness.",2022.0,,91.0,"['animation', 'comedy', 'family', 'romance', 'fantasy']","['BE', 'FR']",,tt12532368,6.3,1303.0
